date,order_book_id,symbol,quantity,last_price,avg_price,market_value
2022-09-26,000001.XSHE,平安银行,333000.0,12.0,12.0137,3996000.0
2022-09-27,000001.XSHE,平安银行,333000.0,12.15,12.0137,4045950.0
2022-09-28,000001.XSHE,平安银行,333000.0,12.11,12.0137,4032630.0
2022-09-29,000001.XSHE,平安银行,333000.0,11.86,12.0137,3949380.0
2022-09-30,000001.XSHE,平安银行,333000.0,11.84,12.0137,3942720.0
2022-10-10,000001.XSHE,平安银行,333000.0,11.47,12.0137,3819510.0
2022-10-11,000001.XSHE,平安银行,333000.0,11.48,12.0137,3822840.0
2022-10-12,000001.XSHE,平安银行,333000.0,11.6,12.0137,3862800.0
2022-10-13,000001.XSHE,平安银行,333000.0,11.34,12.0137,3776220.0
2022-10-14,000001.XSHE,平安银行,333000.0,11.53,12.0137,3839490.0
2022-10-17,000001.XSHE,平安银行,333000.0,11.48,12.0137,3822840.0
2022-10-18,000001.XSHE,平安银行,333000.0,11.48,12.0137,3822840.0
2022-10-19,000001.XSHE,平安银行,333000.0,11.29,12.0137,3759570.0
2022-10-20,000001.XSHE,平安银行,333000.0,11.2,12.0137,3729600.0
2022-10-21,000001.XSHE,平安银行,333000.0,11.09,12.0137,3692970.0
2022-10-24,000001.XSHE,平安银行,333000.0,10.62,12.0137,3536460.0
2022-10-25,000001.XSHE,平安银行,333000.0,10.65,12.0137,3546450.0
2022-10-26,000001.XSHE,平安银行,333000.0,10.66,12.0137,3549780.0
2022-10-27,000001.XSHE,平安银行,333000.0,10.68,12.0137,3556440.0
2022-10-28,000001.XSHE,平安银行,333000.0,10.42,12.0137,3469860.0
2022-10-31,000001.XSHE,平安银行,333000.0,10.34,12.0137,3443220.0
2022-11-01,000001.XSHE,平安银行,333000.0,10.67,12.0137,3553110.0
2022-11-02,000001.XSHE,平安银行,333000.0,10.63,12.0137,3539790.0
2022-11-03,000001.XSHE,平安银行,333000.0,10.44,12.0137,3476520.0
2022-11-04,000001.XSHE,平安银行,333000.0,10.82,12.0137,3603060.0
2022-11-07,000001.XSHE,平安银行,333000.0,10.88,12.0137,3623040.0
2022-11-08,000001.XSHE,平安银行,333000.0,10.85,12.0137,3613050.0
2022-11-09,000001.XSHE,平安银行,333000.0,10.89,12.0137,3626370.0
2022-11-10,000001.XSHE,平安银行,333000.0,10.87,12.0137,3619710.0
2022-11-11,000001.XSHE,平安银行,333000.0,11.43,12.0137,3806190.0
2022-11-14,000001.XSHE,平安银行,333000.0,11.95,12.0137,3979350.0
2022-11-15,000001.XSHE,平安银行,333000.0,12.01,12.0137,3999330.0
2022-11-16,000001.XSHE,平安银行,333000.0,11.82,12.0137,3936060.0
2022-11-17,000001.XSHE,平安银行,333000.0,11.69,12.0137,3892770.0
2022-11-18,000001.XSHE,平安银行,333000.0,11.59,12.0137,3859470.0
2022-11-21,000001.XSHE,平安银行,333000.0,11.46,12.0137,3816180.0
2022-11-22,000001.XSHE,平安银行,333000.0,11.82,12.0137,3936060.0
